,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__data_contamination,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
24,0.07001056671142578,0.0035337717242412137,0.041688728332519534,0.003115646640633469,0.24,{'clf__data_contamination': 0.24},0.5274744936020023,0.5529883875271581,0.5323989793547214,0.5662772941898917,0.5580083451593956,0.5474294999666338,0.014981130614762384,26,0.5870580853611163,0.5625055989331047,0.5616781013157948,0.5618188331308253,0.5752499741476438,0.5696621185776969,0.010102685008088788
25,0.06522350311279297,0.003062874489544915,0.04089145660400391,0.0006311285815031855,0.25,{'clf__data_contamination': 0.25},0.5397809856305535,0.548379493062675,0.5237309897170526,0.5616583229039535,0.5455641921600731,0.5438227966948614,0.012344382361406375,27,0.5779867934347381,0.5552854178969191,0.5623136421294235,0.557746616664513,0.5743927513514587,0.5655450442954105,0.009050927124940504
26,0.06502504348754883,0.0014645586242319796,0.0412905216217041,0.0007970341871566578,0.26,{'clf__data_contamination': 0.26},0.529874819124219,0.5478481069424606,0.5533112735257286,0.557667061865205,0.5504716653484029,0.5478345853612032,0.009551746274188479,25,0.5737905327996788,0.5513504806260777,0.5887181218588067,0.5532894518511087,0.5727914484388029,0.567988007114895,0.013995247941206502
27,0.07340397834777831,0.007476233841767837,0.04727258682250977,0.009433711741102883,0.27,{'clf__data_contamination': 0.27},0.5243338069728612,0.5396555254519237,0.5172376312905724,0.5549636073925932,0.5474605988234794,0.5367302339862859,0.014069732961390188,28,0.5679324264757871,0.5509373037152806,0.5559862098208723,0.5494212404884794,0.5684156463614145,0.5585385653723668,0.008163585804946827
28,0.06801848411560059,0.004058763841822086,0.042488479614257814,0.0011949285502987168,0.28,{'clf__data_contamination': 0.28},0.5326777683294407,0.5398645262147003,0.5075435926664051,0.5627707553846302,0.5267850565634251,0.5339283398317203,0.017977032856460157,29,0.5621741965942026,0.5501163377359877,0.5489698228042185,0.5471259202690186,0.565290033246537,0.5547352621299929,0.007472854555246479
29,0.06422657966613769,0.0016196314707077125,0.040692138671875,0.0007469393652264021,0.29,{'clf__data_contamination': 0.29},0.5400322203447665,0.5438498079993674,0.481354142319763,0.5648573845777934,0.5219337304427409,0.5304054571368862,0.028064789622715722,30,0.5566478622231512,0.545106705926678,0.5442858748007462,0.5394410616228856,0.563768604911773,0.5498500218970468,0.008963736046204497
30,0.06502761840820312,0.001163992013989045,0.041287994384765624,0.0014927173691266873,0.3,{'clf__data_contamination': 0.3},0.5402620942379428,0.5484262448732228,0.4794832876783849,0.5520537190471803,0.5180017138282225,0.5276454119329907,0.02683050604109629,31,0.5525415800340958,0.5423446764256764,0.5424313520104647,0.5382558341566389,0.5582811693312101,0.5467709223916172,0.007439308117433412
31,0.06781954765319824,0.00621311110553389,0.04627680778503418,0.006296381356684175,0.31,{'clf__data_contamination': 0.31},0.5362652827371996,0.5539815622168399,0.4736039420341746,0.5499933340555033,0.5062171243896705,0.5240122490866777,0.030268720561574265,32,0.5485458299185162,0.5407158234967497,0.5407161606559899,0.5331003634306394,0.5494776832367808,0.5425111721477353,0.0059993005410314704
32,0.06562261581420899,0.0013235347861879165,0.04228897094726562,0.0010183625816365307,0.32,{'clf__data_contamination': 0.32},0.5288075411261077,0.551124441422074,0.4753008358277338,0.5440746206083015,0.5026187319912175,0.5203852341950869,0.028018824815915656,33,0.5461370746213579,0.5394081079798247,0.5417165990146005,0.5295961389702409,0.5444442631273134,0.5402604367426674,0.0058071231403384205
33,0.06462697982788086,0.002034854479949391,0.048870420455932616,0.011475948148994684,0.33,{'clf__data_contamination': 0.33},0.528134438644225,0.5286482611670451,0.471740508479639,0.548190997002855,0.49826684999529364,0.5149962110578116,0.026876802776097046,34,0.5433042452330759,0.5396054881030469,0.5407940728354227,0.523877767451095,0.5437232998822289,0.5382609747009739,0.007353536935187173
34,0.0678189754486084,0.006555159982045876,0.04308409690856933,0.003179764706056507,0.34,{'clf__data_contamination': 0.34},0.5313171476310059,0.5323240709207117,0.4567095789560932,0.5448498646164351,0.5010429177446925,0.5132487159737877,0.03173208316373955,35,0.5387865802726647,0.5383658877507307,0.5389189389608238,0.52254550491262,0.5423837518002536,0.5362001327394186,0.006977938358264773
