30,1,8,1,16,0,0,0,1,18
5,52,4,43,8,1,1,0,0,0
0,1,9,0,0,0,0,0,0,0
0,0,0,14,0,0,0,0,0,0
1,1,0,0,8,0,0,0,2,2
0,9,0,8,0,48,0,2,0,0
2,4,1,0,1,5,30,8,0,0
0,0,0,0,0,0,2,18,0,0
2,0,0,0,0,0,0,0,6,5
1,0,0,0,4,0,0,0,12,20
