29,1,9,0,17,0,0,0,1,18
5,76,5,7,8,10,1,0,2,0
0,1,9,0,0,0,0,0,0,0
0,3,0,10,0,1,0,0,0,0
1,0,0,1,8,0,0,0,2,2
0,2,0,0,0,62,1,2,0,0
1,0,1,1,0,5,35,8,0,0
0,0,0,0,0,0,2,18,0,0
2,0,0,0,0,0,0,0,6,5
0,0,0,0,4,0,0,0,13,20
