33,0,9,0,17,0,0,0,4,12
12,48,12,15,15,8,1,0,0,3
1,0,9,0,0,0,0,0,0,0
0,4,0,10,0,0,0,0,0,0
1,0,0,1,8,0,0,0,1,3
0,7,4,2,0,45,9,0,0,0
4,0,5,0,2,4,33,3,0,0
0,0,0,0,0,0,2,18,0,0
2,0,0,0,0,0,0,0,6,5
1,0,0,0,5,0,0,0,9,22
